代码,TS代码,板块,简称,最新价,流通市值_亿,总市值_亿,PE_TTM,扣非PE,PB,PS_TTM,股息率_%,52周高点,距52周高点跌幅_%,已在Watchlist
002833,002833.SZ,深,弘亚数控,18.2,53.34,78.09,17.6047,19.0815,2.8573,3.0543,4.89,22.52,19.18,否
002847,002847.SZ,深,盐津铺子,44.29,108.0,119.67,14.9399,15.5227,5.6975,2.031,3.17,80.33,44.86,否
002850,002850.SZ,深,科达利,183.82,385.4,526.34,27.1633,27.282,3.4812,2.9608,1.31,237.77,22.69,否
002867,002867.SZ,深,周大生,12.31,132.84,133.62,11.6749,12.1376,2.2015,1.6505,7.31,14.89,17.33,否
002891,002891.SZ,深,中宠股份,29.25,94.16,94.16,27.128,28.485,2.8341,1.6654,1.19,62.98,53.56,否
002895,002895.SZ,深,川恒股份,33.7,201.98,204.18,15.897,15.9083,2.7596,2.2622,5.34,46.02,26.77,否
002901,002901.SZ,深,大博医疗,44.21,127.51,183.04,28.462,35.5746,5.257,6.7993,1.33,66.5,33.52,否
002911,002911.SZ,深,佛燃能源,10.71,135.7,139.03,13.2346,13.451,3.4148,0.4438,4.86,17.8,39.83,否
002920,002920.SZ,深,德赛西威,86.42,515.6,515.76,20.8332,20.7431,3.2092,1.5718,1.44,154.17,43.94,否
002925,002925.SZ,深,盈趣科技,22.36,163.46,172.55,22.201,75.0794,3.4125,3.5486,1.02,26.55,15.78,否
002926,002926.SZ,深,华西证券,8.21,215.51,215.51,13.789,13.7036,0.8695,4.5894,2.55,11.28,27.22,否
002928,002928.SZ,深,华夏航空,6.15,78.61,78.61,11.5951,11.5251,1.9752,1.0473,0.0,12.48,50.72,否
002939,002939.SZ,深,长城证券,7.93,285.69,319.93,13.5157,13.4878,0.9954,6.1573,2.47,14.07,43.64,否
002941,002941.SZ,深,新疆交建,10.29,75.09,75.09,16.1849,19.9211,1.6534,0.789,1.94,21.61,52.38,否
002946,002946.SZ,深,新乳业,15.58,132.54,134.09,17.0973,16.2697,3.8356,1.171,2.89,20.2,22.87,否
002947,002947.SZ,深,恒铭达,57.2,113.43,146.3,25.439,26.4423,4.7039,5.0054,0.85,105.0,45.52,否
002956,002956.SZ,深,西麦食品,16.95,52.97,52.98,22.2182,23.4844,3.2194,2.1252,2.27,34.93,51.47,否
002960,002960.SZ,深,青鸟智控,8.44,81.74,88.94,29.6713,36.0678,1.4318,1.947,1.94,14.19,40.52,否
002961,002961.SZ,深,瑞达期货,18.63,88.85,88.85,13.2715,13.4691,2.2218,7.151,2.14,32.28,42.29,否
002967,002967.SZ,深,广电计量,17.23,104.05,110.21,24.5435,27.1705,2.2319,2.8919,1.99,26.66,35.37,否
002970,002970.SZ,深,锐明技术,50.46,63.77,92.81,28.5215,29.6552,4.5783,3.6831,1.96,84.94,40.59,否
002978,002978.SZ,深,安宁股份,26.11,96.42,123.24,19.1778,18.9384,1.4273,6.2869,1.15,43.4,39.84,否
002984,002984.SZ,深,森麒麟,14.0,99.95,145.08,14.9061,16.0013,1.0764,1.6795,2.5,23.09,39.37,否
002997,002997.SZ,深,瑞鹄模具,28.16,58.94,58.94,14.5264,15.4684,2.2238,1.6856,2.13,43.85,35.78,否
003006,003006.SZ,深,百亚股份,13.6,58.29,58.43,29.3757,31.9285,4.6109,1.6236,2.94,32.5,58.15,否
003039,003039.SZ,深,顺控发展,11.9,73.48,73.48,23.2179,23.447,2.5963,3.2423,1.94,18.73,36.47,否
300002,300002.SZ,创,神州泰岳,7.95,146.82,156.39,21.3087,20.5097,2.0318,2.6514,0.75,15.95,50.16,否
300003,300003.SZ,创,乐普医疗,12.17,192.15,224.34,29.1147,33.9373,1.3936,3.5455,2.67,21.6,43.66,否
300009,300009.SZ,创,安科生物,8.97,110.35,149.86,21.6008,23.7679,3.4644,5.8552,2.79,13.06,31.32,否
300012,300012.SZ,创,华测检测,15.13,216.65,254.61,22.8799,24.4897,3.1455,3.5911,1.32,17.97,15.8,否
300014,300014.SZ,创,亿纬锂能,55.79,1178.83,1212.48,20.796,27.6178,2.4169,1.535,0.83,94.44,40.93,否
300015,300015.SZ,创,爱尔眼科,8.33,662.83,774.65,22.9794,23.788,3.5023,3.4091,2.16,13.95,40.29,否
300019,300019.SZ,创,硅宝科技,14.54,53.6,57.16,26.5001,27.9179,2.2294,1.4904,2.06,26.65,45.44,否
300035,300035.SZ,创,中科电气,13.85,80.79,94.93,23.7249,25.3908,1.9511,1.0385,1.81,28.8,51.91,否
300039,300039.SZ,创,上海凯宝,5.54,50.8,57.95,22.3603,23.5208,1.2677,5.5974,2.35,7.03,21.19,否
300041,300041.SZ,创,回天新材,10.84,59.02,60.64,24.7557,32.3678,1.9963,1.3088,1.38,17.11,36.65,否
300059,300059.SZ,创,东方财富,18.91,2525.11,2991.98,20.519,21.1764,3.0822,15.1748,0.53,29.36,35.59,否
300073,300073.SZ,创,当升科技,41.31,209.02,224.85,28.1572,34.7131,1.5182,1.7307,0.69,76.11,45.72,否
300100,300100.SZ,创,双林股份,20.78,115.99,120.32,28.092,30.5197,3.6865,2.249,0.48,52.15,60.15,否
300113,300113.SZ,创,顺网科技,16.69,84.96,112.52,26.4962,35.8724,4.408,7.7553,1.08,31.88,47.65,否
300119,300119.SZ,创,瑞普生物,17.92,59.79,83.28,21.2293,27.17,1.7991,2.4474,2.18,24.03,25.43,否
300130,300130.SZ,创,新国都,18.25,79.24,103.53,24.7059,27.9315,2.3815,3.0947,3.29,35.37,48.4,否
300140,300140.SZ,创,节能环境,5.38,166.53,166.73,18.2486,17.4148,1.1538,2.8217,2.23,8.45,36.33,否
300144,300144.SZ,创,宋城演艺,5.97,155.06,155.75,20.3553,21.3542,2.3617,7.2782,4.19,9.97,40.12,否
300146,300146.SZ,创,汤臣倍健,9.72,108.94,164.43,25.3455,29.9564,1.5121,2.5674,4.58,13.2,26.36,否
300181,300181.SZ,创,佐力药业,14.15,85.31,99.25,15.2599,15.6329,3.1192,3.187,2.44,21.07,32.84,否
300226,300226.SZ,创,上海钢联,15.73,57.84,60.16,27.4783,45.783,2.6371,0.0804,0.58,33.46,52.99,否
300304,300304.SZ,创,云意电气,11.86,101.11,104.15,25.2406,29.9317,2.9919,4.352,0.67,20.66,42.59,否
300358,300358.SZ,创,楚天科技,9.0,63.44,64.36,19.4427,27.2285,1.1658,1.1117,0.78,13.69,34.26,否
300360,300360.SZ,创,炬华科技,11.71,58.58,60.21,12.3581,14.5056,1.4697,3.884,5.12,21.28,44.97,否
300390,300390.SZ,创,天华新能,65.47,465.81,543.89,19.0828,20.7802,3.9632,4.5816,0.0,119.06,45.01,否
300409,300409.SZ,创,道氏技术,18.38,127.96,143.78,25.3766,25.8804,1.7797,1.5466,1.34,37.38,50.83,否
300415,300415.SZ,创,伊之密,19.8,89.71,92.78,13.0424,13.234,2.9763,1.5067,2.98,29.79,33.53,否
300416,300416.SZ,创,苏试试验,14.7,74.25,74.76,27.7285,28.8791,2.6487,3.2,1.02,22.96,35.98,否
300428,300428.SZ,创,立中集团,18.24,108.85,125.05,13.5541,14.7334,1.4184,0.3745,2.14,27.19,32.92,否
300435,300435.SZ,创,中泰股份,17.07,62.97,65.84,14.7577,15.6334,1.9054,2.4965,1.46,36.5,53.23,否
300442,300442.SZ,创,润泽科技,64.38,1053.4,1056.5,20.3096,51.4251,7.5584,16.7294,1.0,110.98,41.99,否
300444,300444.SZ,创,双杰电气,9.85,61.8,79.26,17.0078,259.5018,3.815,1.6538,0.6,18.88,47.83,否
300456,300456.SZ,创,赛微电子,31.39,187.54,229.84,16.1665,-59.859,3.6179,34.8966,1.18,68.5,54.18,否
300457,300457.SZ,创,赢合科技,19.95,126.65,128.71,20.8322,21.3401,1.8223,1.1419,0.42,39.49,49.48,否
300470,300470.SZ,创,中密控股,28.14,55.53,58.51,16.3634,17.1016,2.0402,3.3316,3.55,41.0,31.37,否
300492,300492.SZ,创,华图山鼎,23.72,65.3,65.3,27.1542,27.7488,27.687,2.0354,1.81,94.65,74.94,否
300529,300529.SZ,创,健帆生物,15.76,80.75,125.86,23.9703,25.4072,3.7688,6.59,3.2,24.98,36.91,否
300573,300573.SZ,创,兴齐眼药,39.75,108.12,141.08,18.6521,18.3843,7.2771,5.3846,2.96,85.65,53.59,否
300592,300592.SZ,创,华凯易佰,14.91,51.27,58.33,24.9981,26.6831,2.5374,0.6655,1.65,19.59,23.89,否
300595,300595.SZ,创,欧普康视,11.0,73.53,98.38,21.137,25.7854,1.9906,5.3398,1.71,19.98,44.94,否
300596,300596.SZ,创,利安隆,43.3,99.43,99.43,17.9913,18.1656,1.994,1.5493,1.04,56.48,23.34,否
300641,300641.SZ,创,正丹股份,13.95,73.31,73.31,22.8404,25.9981,2.3025,3.8557,3.58,25.85,46.03,否
300674,300674.SZ,创,宇信科技,15.82,111.22,111.38,26.564,27.9884,2.522,3.0936,1.89,29.26,45.93,否
300685,300685.SZ,创,艾德生物,18.99,73.98,74.08,20.8127,21.8571,3.9321,6.2463,2.34,26.15,27.38,否
300693,300693.SZ,创,盛弘股份,42.9,115.67,134.19,24.5842,24.7871,5.9745,3.4764,1.93,71.2,39.75,否
300695,300695.SZ,创,兆丰股份,49.06,50.17,50.17,16.5869,58.4905,1.7512,7.1162,0.3,123.0,60.11,否
300724,300724.SZ,创,捷佳伟创,57.73,166.1,201.07,9.2265,10.5281,1.5251,1.5625,2.07,152.24,62.08,否
300770,300770.SZ,创,新媒股份,33.61,76.58,76.58,11.9133,11.8902,2.1549,4.7968,8.33,51.45,34.67,否
300772,300772.SZ,创,运达股份,11.33,79.07,89.15,27.1017,31.1603,1.3328,0.278,0.53,21.99,48.48,否
300773,300773.SZ,创,拉卡拉,15.41,158.51,167.56,10.4057,44.8016,3.6156,2.7229,3.15,32.08,51.96,否
300815,300815.SZ,创,玉禾田,15.89,62.03,63.34,11.2901,11.1368,1.3876,0.8114,2.18,35.29,54.97,否
300832,300832.SZ,创,新产业,51.87,354.34,407.55,23.7378,24.5168,4.544,8.4692,2.31,71.51,27.46,否
300841,300841.SZ,创,康华生物,56.5,68.69,73.42,29.7818,31.3044,2.0317,6.0208,0.88,94.3,40.08,否
300850,300850.SZ,创,新强联,25.28,76.04,104.68,13.1299,14.026,1.4894,2.2817,1.17,57.71,56.19,否
300861,300861.SZ,创,美畅股份,16.8,70.87,112.87,27.4152,32.1344,1.7396,4.8476,1.07,27.98,39.96,否
300866,300866.SZ,创,安克创新,118.5,366.5,696.84,27.642,30.477,6.7529,2.1689,1.85,149.5,20.74,否
300888,300888.SZ,创,稳健医疗,29.02,168.42,169.18,21.9458,24.2236,1.4605,1.5347,2.58,43.57,33.39,否
300896,300896.SZ,创,爱美客,92.36,204.13,279.47,25.5244,30.7734,3.5325,11.7962,1.94,202.88,54.48,否
300910,300910.SZ,创,瑞丰新材,25.15,67.47,96.34,14.1382,15.5614,2.7344,2.7245,4.52,66.3,62.07,否
300919,300919.SZ,创,中伟新材,40.47,370.18,422.7,23.2891,24.8102,1.8078,0.796,1.54,66.15,38.82,否
300926,300926.SZ,创,博俊科技,17.19,51.22,74.66,9.0586,9.0785,2.1197,1.3062,1.28,36.7,53.16,否
300957,300957.SZ,创,贝泰妮,31.68,134.2,134.2,24.6982,35.6918,2.1438,2.4276,2.04,51.8,38.84,否
300972,300972.SZ,创,万辰集团,201.06,364.52,396.76,22.5492,24.3089,18.9893,0.6928,0.48,241.86,16.87,否
300979,300979.SZ,创,华利集团,33.24,387.91,387.91,15.5874,16.0933,2.5129,1.6688,6.32,64.36,48.35,否
301015,301015.SZ,创,百洋医药,25.86,135.91,135.93,26.4647,32.9201,6.2096,1.8246,2.21,32.38,20.14,否
301031,301031.SZ,创,中熔电气,92.78,106.6,135.6,29.5947,30.1518,8.3435,5.6175,0.38,186.96,50.37,否
301035,301035.SZ,创,润丰股份,52.48,191.01,191.29,19.3073,18.7603,2.6049,1.2263,2.8,88.0,40.36,否
301039,301039.SZ,创,中集车辆,7.98,115.9,149.56,16.9593,17.7261,1.0542,0.7392,3.4,10.7,25.42,否
301048,301048.SZ,创,金鹰重工,9.46,50.45,50.45,23.5647,23.3609,1.7968,1.5178,1.14,16.2,41.6,否
301061,301061.SZ,创,匠心家居,34.71,65.58,98.71,11.8961,12.9831,2.322,2.9454,2.21,119.19,70.88,否
301078,301078.SZ,创,孩子王,6.96,87.83,88.01,27.9183,38.0991,2.069,0.8518,1.07,14.99,53.57,否
301087,301087.SZ,创,可孚医疗,48.03,93.2,113.3,29.2598,35.0525,2.3944,3.0939,3.25,63.99,24.94,否
301101,301101.SZ,创,明月镜片,29.45,57.16,59.35,29.3907,34.0994,3.4538,6.8718,1.69,51.74,43.08,否
301109,301109.SZ,创,军信股份,13.33,83.22,105.19,13.7787,14.7002,1.4577,3.8656,4.78,18.5,27.95,否
301215,301215.SZ,创,中汽股份,5.22,69.03,69.11,26.7168,30.0626,2.3893,9.9643,1.9,7.81,33.16,否
301216,301216.SZ,创,万凯新材,16.51,89.92,95.79,19.0831,134.4812,1.4841,0.6027,0.91,31.44,47.49,否
301219,301219.SZ,创,腾远钴业,46.81,127.9,179.2,11.7685,12.0604,1.8059,1.6446,2.28,93.98,50.19,否
301267,301267.SZ,创,华厦眼科,16.04,104.01,134.74,29.1231,30.6547,2.542,3.2109,1.61,22.95,30.11,否
301291,301291.SZ,创,明阳电气,38.04,62.25,119.65,23.8998,24.3084,2.4307,1.8222,1.37,73.76,48.43,否
301308,301308.SZ,创,江波龙,380.66,1072.9,1635.57,13.6464,14.4685,7.3401,4.4616,0.26,749.88,49.24,否
301339,301339.SZ,创,通行宝,10.95,62.77,63.53,28.0921,28.7686,2.3071,5.8706,2.28,18.42,40.55,否
301358,301358.SZ,创,湖南裕能,67.28,514.24,570.35,14.6929,14.6671,2.7894,1.0343,0.53,110.0,38.84,否
301498,301498.SZ,创,乖宝宠物,38.41,72.8,153.82,25.9618,26.0587,3.3116,2.2187,1.3,101.55,62.18,否
301606,301606.SZ,创,绿联科技,50.59,83.47,209.9,26.5042,27.2827,6.2269,2.0058,1.19,93.0,45.6,否
600004,600004.SH,沪,白云机场,7.38,174.66,190.2,14.1922,22.124,0.9301,2.3451,3.86,10.41,29.11,否
600007,600007.SH,沪,中国国贸,18.6,187.35,187.35,15.661,15.7424,2.0875,5.0359,5.75,22.78,18.35,否
600009,600009.SH,沪,上海机场,22.92,568.47,570.32,24.9199,26.5265,1.3224,4.226,2.31,34.92,34.36,否
600011,600011.SH,沪,华能国际,6.6,725.85,1036.07,8.8301,9.6706,1.7794,0.4622,6.06,9.76,32.38,否
600012,600012.SH,沪,皖通高速,15.5,180.67,264.83,14.2175,14.2032,2.1655,4.8379,4.26,19.57,20.8,否
600019,600019.SH,沪,宝钢股份,5.81,1244.16,1265.54,12.6074,13.0522,0.6255,0.3872,5.33,7.83,25.8,否
600021,600021.SH,沪,上海电力,13.66,385.47,385.47,15.3849,16.7664,1.9501,0.9325,2.71,31.78,57.02,否
600026,600026.SH,沪,中远海能,19.58,749.52,1071.26,19.4672,22.8661,2.3184,4.2105,1.94,27.17,27.94,否
600028,600028.SH,沪,中国石化,5.1,4832.38,6167.2,17.3475,18.4685,0.7525,0.2239,3.92,8.11,37.11,否
600030,600030.SH,沪,中信证券,27.12,3302.28,4237.3,10.6732,10.5037,1.4341,4.6306,3.01,32.53,16.63,否
600031,600031.SH,沪,三一重工,18.8,1593.19,1728.66,20.5364,22.0745,1.9439,1.8654,2.46,24.29,22.6,否
600039,600039.SH,沪,四川路桥,8.34,725.21,725.21,10.3335,10.5525,1.4822,0.6352,5.89,10.65,21.69,否
600054,600054.SH,沪,黄山旅游,11.15,57.23,81.33,28.0228,31.3048,1.7112,3.8297,1.26,14.76,24.46,否
600056,600056.SH,沪,中国医药,9.2,137.57,137.62,28.1406,35.0563,1.156,0.39,1.03,12.48,26.28,否
600057,600057.SH,沪,厦门象屿,6.21,129.94,176.3,13.5067,6.3445,1.143,0.0428,3.54,9.3,33.23,否
600061,600061.SH,沪,国投资本,6.25,399.63,399.63,11.8756,11.603,0.744,2.8188,2.47,8.76,28.65,否
600062,600062.SH,沪,华润双鹤,15.67,162.69,162.74,10.06,10.5839,1.3729,1.4965,3.06,22.14,29.22,否
600063,600063.SH,沪,皖维高新,5.8,120.01,120.01,24.4224,27.6596,1.3995,1.4657,1.72,9.02,35.7,否
600064,600064.SH,沪,南京高科,7.47,129.26,129.26,7.5812,9.4829,0.6496,4.5093,4.28,9.47,21.12,否
600066,600066.SH,沪,宇通客车,29.49,652.89,652.89,11.9002,13.5293,5.0314,1.5539,6.78,38.5,23.4,否
600079,600079.SH,沪,ST人福,17.89,276.07,292.01,15.3432,16.3594,1.5671,1.2205,2.68,23.66,24.39,否
600089,600089.SH,沪,特变电工,20.05,1013.08,1013.08,19.0331,22.8162,1.4671,0.9603,1.78,33.28,39.75,否
600096,600096.SH,沪,云天化,29.67,540.88,540.88,10.1492,10.431,2.1291,1.1696,4.72,45.62,34.96,否
600098,600098.SH,沪,广州发展,6.24,218.77,218.77,9.1056,25.2125,0.813,0.4229,5.61,8.5,26.59,否
600104,600104.SH,沪,上汽集团,10.14,1165.62,1165.62,11.531,15.8613,0.3918,0.1777,2.61,20.63,50.85,否
600109,600109.SH,沪,国金证券,8.47,313.84,313.84,13.1504,13.8115,0.8761,3.487,0.94,10.64,20.39,否
600116,600116.SH,沪,三峡水利,6.12,117.02,117.02,15.2774,24.9963,1.0136,1.1311,2.02,7.3,16.16,否
600125,600125.SH,沪,铁龙物流,5.38,70.24,70.24,13.0299,13.5573,0.9068,0.6177,2.25,7.18,25.07,否
600131,600131.SH,沪,国网信通,15.4,184.17,184.34,29.595,29.6225,2.8649,1.7495,1.07,24.13,36.18,否
600132,600132.SH,沪,重庆啤酒,40.28,194.94,194.94,16.7789,17.4522,12.3073,1.3483,2.98,59.85,32.7,否
600141,600141.SH,沪,兴发集团,30.68,368.69,368.69,25.6378,26.1169,1.51,1.2488,1.62,51.44,40.36,否
600150,600150.SH,沪,中国船舶,33.68,2044.87,2534.63,21.9377,25.9266,1.7266,1.4126,1.08,43.42,22.43,否
600160,600160.SH,沪,巨化股份,38.7,1044.8,1044.8,25.1914,25.306,5.0749,3.84,1.55,58.0,33.28,否
600161,600161.SH,沪,天坛生物,12.15,240.25,240.25,24.703,25.2755,2.0423,4.0095,1.65,22.08,44.97,否
600167,600167.SH,沪,联美控股,5.6,126.72,126.72,21.0993,22.2123,1.0886,4.0558,2.63,10.56,46.97,否
600188,600188.SH,沪,兖矿能源,21.41,1276.33,2148.89,22.3242,37.4976,2.9326,1.4402,2.34,27.8,22.99,否
600196,600196.SH,沪,复星医药,23.56,499.12,629.15,18.0966,25.8882,1.3079,1.4868,1.66,33.1,28.82,否
600210,600210.SH,沪,紫江企业,5.98,90.7,90.7,8.3488,10.9865,1.4217,0.9491,5.85,8.33,28.21,否
600211,600211.SH,沪,西藏药业,38.99,125.67,125.67,12.8424,16.3584,3.2113,4.3557,5.16,57.98,32.75,否
600216,600216.SH,沪,浙江医药,13.23,125.87,127.22,16.9338,18.0242,1.1595,1.4431,2.11,18.58,28.79,否
600233,600233.SH,沪,圆通速递,17.42,596.28,596.28,10.5224,10.6943,1.6052,0.7617,2.12,22.86,23.8,否
600236,600236.SH,沪,桂冠电力,9.9,780.36,780.36,20.2646,20.1053,4.3134,6.5276,3.67,12.65,21.74,否
600251,600251.SH,沪,冠农股份,10.31,80.11,80.11,17.6219,18.3766,2.0059,3.32,1.55,13.21,21.95,否
600256,600256.SH,沪,广汇能源,6.23,398.22,398.22,22.4954,21.9634,1.5936,1.3763,1.01,7.85,20.64,否
600258,600258.SH,沪,首旅酒店,12.23,136.56,136.56,16.3046,17.5975,1.1632,1.7925,3.68,18.22,32.88,否
600268,600268.SH,沪,国电南自,10.51,106.73,106.74,20.7231,21.8142,2.8551,1.1465,1.9,17.44,39.74,否
600273,600273.SH,沪,嘉化能源,6.74,88.38,88.38,14.1179,14.0294,0.9166,0.8657,4.85,12.25,44.98,否
600278,600278.SH,沪,东方创业,6.16,53.01,53.01,29.0464,30.817,0.7064,0.1624,1.61,9.23,33.26,否
600295,600295.SH,沪,鄂尔多斯,13.08,258.41,366.08,14.3043,15.6392,1.7841,1.4081,5.35,18.06,27.57,否
600299,600299.SH,沪,安迪苏,8.49,261.47,261.47,26.272,24.7394,1.353,1.5084,1.78,16.48,48.48,否
600309,600309.SH,沪,万华化学,73.98,2315.92,2315.92,17.5944,18.2398,2.1546,1.0811,1.69,97.0,23.73,否
600312,600312.SH,沪,平高电气,19.73,267.72,267.72,21.049,21.7642,2.2562,2.1952,1.95,25.65,23.08,否
600332,600332.SH,沪,白云山,20.91,293.97,339.95,13.2644,16.2162,0.8853,0.4363,3.59,27.85,24.92,否
600335,600335.SH,沪,国机汽车,5.26,78.24,78.24,16.7799,20.4007,0.679,0.2292,2.36,7.25,27.45,否
600338,600338.SH,沪,西藏珠峰,13.85,126.62,126.62,22.3595,22.1957,2.6759,4.3167,0.14,28.28,51.03,否
600346,600346.SH,沪,恒力石化,18.87,1328.28,1328.28,11.8277,14.7775,1.8463,0.6798,1.54,27.26,30.78,否
600348,600348.SH,沪,华阳股份,8.96,323.23,323.23,20.3328,22.3128,1.1969,1.5727,2.65,10.59,15.39,否
600350,600350.SH,沪,山东高速,10.56,510.53,510.53,15.7878,16.7287,1.782,2.1195,3.98,13.49,21.72,否
600352,600352.SH,沪,浙江龙盛,12.54,407.97,407.97,20.7066,25.18,1.2878,2.9788,3.59,17.11,26.71,否
600362,600362.SH,沪,江西铜业,45.86,951.71,1588.01,19.8617,16.2073,1.9358,0.2776,2.18,70.7,35.13,否
600363,600363.SH,沪,联创光电,18.21,82.11,82.11,18.3795,19.5826,1.8102,2.6041,0.0,78.76,76.88,否
600366,600366.SH,沪,宁波韵升,11.78,129.47,129.47,26.0452,30.227,2.0166,2.0067,0.84,18.45,36.15,否
600377,600377.SH,沪,宁沪高速,11.92,453.22,600.5,12.6449,12.9512,1.4693,2.9972,4.11,14.95,20.27,否
600380,600380.SH,沪,健康元,9.88,180.75,180.75,13.7481,14.0203,1.1885,1.2173,2.23,14.21,30.47,否
600388,600388.SH,沪,紫金龙净,17.73,225.18,225.18,18.4009,19.5727,2.0635,1.791,2.14,21.11,16.01,否
600389,600389.SH,沪,江山股份,18.54,79.84,79.84,14.2637,21.6347,1.9302,1.3274,2.97,33.3,44.32,否
600395,600395.SH,沪,盘江股份,5.46,117.21,117.21,29.4486,32.3483,1.1186,1.2396,1.1,6.44,15.22,否
600398,600398.SH,沪,海澜之家,5.9,283.36,283.36,12.9978,13.2323,1.6389,1.2822,6.95,7.43,20.59,否
600406,600406.SH,沪,国电南瑞,23.17,1855.49,1860.96,22.3671,23.2161,3.7444,2.7818,2.67,32.06,27.73,否
600415,600415.SH,沪,小商品城,12.48,684.35,684.35,15.5864,16.9267,3.2392,3.204,4.01,23.4,46.67,否
600420,600420.SH,沪,国药现代,8.46,113.46,113.46,15.7898,17.4871,0.8313,1.2863,3.55,11.8,28.31,否
600426,600426.SH,沪,华鲁恒升,20.77,571.09,571.16,13.9322,14.0144,1.635,1.7646,2.18,44.1,52.9,否
600458,600458.SH,沪,时代新材,11.54,100.3,109.87,19.751,22.4146,1.3536,0.4844,2.18,18.25,36.77,否
600459,600459.SH,沪,贵研铂业,21.87,166.15,180.05,27.0619,27.9421,1.9936,0.3692,1.45,29.99,27.08,否
600461,600461.SH,沪,洪城环境,8.83,113.39,113.39,9.6288,9.7688,1.1776,1.5623,5.29,10.58,16.54,否
600480,600480.SH,沪,凌云股份,8.33,101.06,101.81,13.1656,15.7465,1.2914,0.5074,4.8,15.55,46.43,否
600483,600483.SH,沪,福能股份,10.27,285.52,285.52,9.6829,9.7488,1.0738,2.0483,4.13,12.5,17.84,否
